Código,Título,Publicação,Caderno,Página,Tamanho,Assunto,Resumo,Tipologia,Tipologia_Editorial,Política_Externa,G_x_N,Norte__Sul,Sul__Sul,Negociações,Atitude,Univers_x_Reg,Estados_Unidos,China,Argentina,Venezuela,Bolivia,Cuba,União_Européia,Índia,Irã,Palestina,Rússia,África_do_Sul,África,Ásia,Oriente_Médio,África_Portuguesa,Protagonismo,OMC,ONU,G20,FMI,Banco_Mundial,OEA,IBAS,BRICS,BASIC,Mercosul,Unasul,CELAC,Reformas,Controle_do_Comércio_de_Armas,Natureza_da_Negociação,Regime_de_Mudança_Climática,Desenvolvimento_Sustentável,TNP,Negociações_com_o_Irã,Ministério,Ministro,Presidencial
OG 15.10.20 (1),Isolados dos mercados,Opinião,Primeiro,17,2961,Parceria Transpacífica,O anúncio da TPP traz prejuízos comerciais e o crescente isolamento do Brasil nos mercados mundiais. Continuamos aferrados a um modelo clássico de negociação de acesso a mercados. Precisa-se sair da defensiva e tomar atitude.,1,2,2,1,9,9,2,9,1,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
VLR 15-06-08 (2),Caminhos acidentados da abertura comercial,VLR,A,2,5806,Política Comercial Brasileira,Atuação brasileira em negociações comerciais,3,2,0,1,1,9,2,1,1,1,0,0,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,0,9,0,9,9,1,9,9,9,9,9,9,9
VLR 15-06-15 (1),Atraso no Proex sabota plano de exportação,VLR,A,2,5905,Política Comercial Brasileira,Plano de governo Proex,3,2,2,2,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
VLR 15-06-16 (1),Desmistificando a negociação dos acordos de comércio,VLR,A,6,6275,Política Comercial Brasileira,Negociações comerciais do Brasil,3,2,0,1,1,9,2,1,1,1,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,0,9,9,9,9,9,9,9,9,0,9,9,9,9,1,9,9,9,9,9,9,9
VLR 15-06-22 (1),Levy quer discussão de qualidade do gasto,VLR,A,2,6340,Política Comercial Brasileira,Impacto do programa PROEX para o Brasil,3,2,0,1,9,9,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
VLR 15-07-24 (1),Novos acordos de investimentos no menu,VLR,A,6,6221,Política Comercial Brasileira,Novos acordos de investimento do Brasil,3,2,1,1,9,9,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
VLR 15-07-30 (1),Os ACFIs e (a falta de) proteção dos investidores,VLR,A,2,6198,Política Comercial Brasileira,Novos acordos de investimento do Brasil,3,2,0,1,9,9,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-05-07 (1),Transparencia - BNDES e Eximbank (EUA),ESP,A,2,6204,Política Comercial Brasileira,Comparação entre BNDES e Eximbank,2,2,0,1,9,9,9,1,1,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-07-08 (1),Apoio às exportações,ESP,A,3,4725,Política Comercial Brasileira,Estratégia comercial do Brasil,2,1,0,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-07-12 (1),Pior que o complexo é o esforço para ser vira-lata,ESP,A,2,6561,Política Comercial Brasileira,Negociações comerciais do Brasil,2,2,2,1,1,2,2,1,1,1,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,2,9,9,9,9,9,9,1,9,9,9,9,9,9,9
ESP 15-05-27 (3),A indústria brasileira e o livre comércio,ESP,A,2,5786,Política Comercial Brasileira,Acordos de comércio e estímulo à industria brasileira,2,2,1,1,9,9,2,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
VLR 15-05-04 (1),Ministros vão definir rumos da exportação,VLR,A,2,6001,Política Comercial Brasileira,Tipos de politicas comerciais a serem adotadas pelo Brasil,3,2,0,1,9,9,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,9,9,9,9,9,9,9,9,0,9,9,9,9,1,9,9,9,9,9,9,9
ESP 15-05-26 (3),"Conteúdo local, mais um fiasco",ESP,A,3,3984,Política Comercial Brasileira,Protecionismo a setores da economia brasileira são prejudiciais,2,1,2,1,9,9,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-05-27 (2),Crise interna e conta externa,ESP,A,3,3897,Política Comercial Brasileira,Política protecionista agrave comércio externo do Brasil,2,1,2,1,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-06-05 (1),Agonia de um segredo,ESP,A,2,5666,Política Comercial Brasileira,Participação de empresas brasileiras no exterior financiadas pelo BNDES,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2
FSP 15.07.19 (2),Abertura para o futuro,Opinião,Primeiro Caderno,2,2673,Política Comercial Brasileira,"Europa contestando na OMC proteções brasileiras: indica como a visão de comércio internacional do Brasil é retrógrada, pautada no fechamento e protecionismo. Abertura comercial é fundamental para crescimento da economia.",4,2,2,1,1,9,2,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,2,9,9
FSP 15.08.27 (1),BNDES no exterior,Opinião,Primeiro Caderno,2,2616,Política Comercial Brasileira,"BNDES tornou-se instrumento de política externa, política arriscada e incerta. 4 problemas: financiar países com alto risco, distorções no mercado nacional, não há garantia das atividades das empresas, países que violam direitos humanos.",4,2,2,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,2,9,9
VLR 15-05-12 (1),O novo modelo brasileiro de acordos de Investimento,VLR,A,6,5990,Política Comercial Brasileira,Novo modelo de acordo de investimentos do Brasil,3,2,1,1,9,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-02-18 (1),Mudando rumos do comércio,ESP,A,3,3978,Política Comercial Brasileira,"",2,1,0,1,1,2,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,0,9,9,1,9,1,9,9,9,9,9,9,2
ESP 15-03-03 (1),O remendo comercial,ESP,A,3,3927,Política Comercial Brasileira,"",2,1,1,1,9,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,2
ESP 15-03-04 (1),Erros desastrosos no comércio,ESP,A,3,3907,Política Comercial Brasileira,"",2,1,2,1,1,2,1,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,2
ESP 15-03-24 (1),Crise no comércio exterior,ESP,A,2,5784,Política Comercial Brasileira,"",2,2,2,1,1,2,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,2
ESP 15-03-25 (1),Nova agenda no comércio internacional,ESP,B,3,3907,Política Comercial Brasileira,"",2,2,1,1,9,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,1,9,9
ESP 15-03-31 (1),Perigos no vasto mundo,ESP,A,3,3900,Política Comercial Brasileira,"",2,1,2,1,1,9,1,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,2
ESP 15-04-01 (1),Obsessão autárquica,ESP,B,2,3957,Política Comercial Brasileira,"",2,2,2,1,9,9,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,2
ESP 15-04-18 (1),Desinteresse dos europeus,ESP,A,2,4300,Política Comercial Brasileira,"",2,1,2,1,1,2,3,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,1,9,1,9,9,9,9,9,9,9
ESP 15-04-26 (1),Simplificar para exportar,ESP,A,3,4282,Política Comercial Brasileira,"",2,1,1,1,1,9,3,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,0,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,9
ESP 15-04-28 (1),A crise e os investimentos diretos,ESP,A,2,6080,Política Comercial Brasileira,"",2,2,0,1,1,9,3,1,1,1,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,9
FSP 15.01.05 (2),"O agronegócio não é carne podre e
não teme cortes",Poder,Primeiro Caderno,10,8350,Política Comercial Brasileira,"Em entrevista Katia Abreu afirma que o preço das commodities de alimento exportadas sobretudo para Rússia e China estão caindo, mas que o volume não. Diz que vai assinar acordos com ambos os países para criar frígoríficos no Brasil e ampliar op",4,2,1,1,9,1,1,1,1,9,1,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
FSP 15.01.08 (1),Os mercados do petróleo,Opinião,Primeiro Caderno,2,2616,Política Comercial Brasileira,Maxwell afirma que crise na Petrobras e queda nos preços internacionais do petróleo são péssimos para Brasil que colocava esperanças de crescimento no setor. Diz que país tem economia diversa e não deve depender do petróleo,4,2,2,1,9,9,9,9,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2
OG 15.02.01 (1),Nó em pingo de petróleo,Mundo,Primeiro,40,4793,Política Comercial Brasileira,"A credibilidade do Brasil está em baixa tanto pela história da Petrobras, quanto na área ambiental e no combate ao trabalho escravo. A defesa da transparência virou um mantra no mundo e pode afetar o acesso ao mercado de agronegócio internacion",1,2,0,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,9,9,9,9
OG 15.02.18 (1),Fora da rede,Economia,Primeiro,18,4221,Política Comercial Brasileira,"O BR possui poucos acordos bilaterais, está amarrado ao MERCOSUL e não participa das grandes cadeias mundiais de produção. Tratados evitam bitributação e definem padrões de comércio.",1,2,2,1,1,2,2,9,1,1,9,2,9,9,9,1,9,9,9,9,9,9,9,9,9,1,0,9,9,9,9,9,9,9,9,2,9,9,9,9,1,9,9,9,9,9,9,9
OG 15.04.28 (1),Investimento direto,Opinião,Primeiro,17,2986,Política Comercial Brasileira,"Para financiar seu desequilíbrio externo, o BR deveria ativamente buscar atração de IDE, além de estabelecer acordos de cooperação e facilitação de investimentos brasileiros no exterior.",1,2,0,1,1,1,9,9,1,1,9,9,9,9,9,1,9,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
VLR 15-01-12 (1),Monteiro: governo precisa de agenda positiva,VLR,A,2,5959,Política Comercial Brasileira,"",3,2,1,1,9,9,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
VLR 15-01-16 (1),O Brasil e as cadeias globais,VLR,A,8,6326,Política Comercial Brasileira,"",3,2,1,1,1,9,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,9
VLR 15-02-23 (1),O plano no caminho de Levy e de Monteiro,VLR,A,2,5792,Política Comercial Brasileira,"",3,2,0,1,1,9,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
VLR 15-03-02 (1),Exportadores veem Levy como ameaça,VLR,A,2,5684,Política Comercial Brasileira,"",3,2,2,1,9,9,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
VLR 15-03-09 (1),Casos de importação,VLR,A,2,5684,Política Comercial Brasileira,"",3,2,2,1,9,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
VLR 15-03-16 (1),O Brasil no novo normal,VLR,A,2,5447,Política Comercial Brasileira,"",3,2,0,1,1,9,1,1,1,9,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,9
VLR 15-03-23 (1),Doha desperta do coma,VLR,A,2,5626,Política Comercial Brasileira,"",3,2,1,1,9,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,1,9,9
VLR 15-04-06 (1),Brasil discute ampliar acordos de investimento,VLR,A,2,5829,Política Comercial Brasileira,"",3,2,1,1,1,1,3,1,1,0,9,9,9,9,0,0,9,9,9,9,9,1,1,9,1,1,9,9,9,9,9,9,9,9,9,0,0,9,1,9,1,9,9,9,9,9,9,9
VLR 15-04-20 (1),"Financiar exportação é prioridade, diz Monteiro",VLR,A,2,6009,Política Comercial Brasileira,"",3,2,1,1,1,1,3,1,1,1,9,0,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,1,9,1,9,9,9,9,9,9,1
ESP 15-10-07 (1),O isolamento brasileiro,ESP,A,3,3890,Política Comercial Brasileira,País deve mudar política comercial para expandir parceiros comerciais,2,1,2,1,1,2,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,0,9,2,9,9,1,9,1,9,9,9,9,9,9,2
ESP 15-10-12 (1),O Brasil virou mau exemplo,ESP,A,3,4249,Política Comercial Brasileira,Economia brasileira e o cenário internacional,2,1,2,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,2
ESP 15-11-18 (1),O Brasil na rabeira do G-20,ESP,A,3,3878,Política Comercial Brasileira,Participação do Brasil na reunião do G20 e mudanças em suas politicas,2,1,2,1,9,9,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,1,9,9,9,9,2,9,9,9,9,9,9,1,9,9,9,9,9,9,2
ESP 15-12-29 (2),Pagina virada,ESP,A,2,5776,Política Comercial Brasileira,Fim da Rodada Doha e necessidade de o Brasil se inserir nos novos acordos plurilaterais de comércio,2,2,2,1,1,9,2,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,0,9,9,9,9,9,9,9,9,1,9,9,1,9,1,9,9,9,9,9,9,2
FSP 15.09.05 (1),Oportunidades no Sudeste Asiático,Mercado,Primeiro Caderno,23,3144,Política Comercial Brasileira,Jank diz que Sudeste asiático ainda é região muito pouco conhecida do Brasil e que nosso comércio com a região é insignificante. Afirma que a ASEAN se tornará uma comunidade econômica e que haverá muitas oportunidades na região que o Brasil dev,4,2,2,1,9,1,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,2,9,9
FSP 15.10.29 (1),Depois da rasteira,Opinião,Primeiro Caderno,2,2629,Política Comercial Brasileira,Para Spektor estratégia original BR: fechamento comercial e coalizão para combater os subsídios agrícolas das economias mais ricas: atraso e desindustrialização. Novo norte para a diplomacia: comércio externo instrumento de política pública de,4,2,2,1,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,0,9,9
FSP 15.11.14 (1),Katia Abreu na India e China,Mercado,Mercado 2,10,3283,Política Comercial Brasileira,"Missão fundamental para agronegócio, desafio é ampliar o acesso a esses dois megamercados, o que permitiria a diversificação das exportações. Ampliar os mecanismos de coordenação e coerência regulatória dos governos e fortalecer infraestrutura.",4,2,1,1,9,1,1,1,1,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,0
FSP 15.12.03 (1),Acordo China-Austrália mexe com o Brasil,Mercado,Mercado 2,4,3568,Política Comercial Brasileira,"China e Austrália: acordo que engloba comércio, serviços e investimento mútuos. Interesse para  BR: acirrar a competição e até deslocar exportações brasileiras do mercado chinês. Maior cautela: produtos australianos com menor preço na China -ca",4,2,0,9,9,9,1,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
FSP 15.12.26 (1),"Preocupação com desaceleração da China é exagerada, diz economista",Mercado,Primeiro Caderno,11,5913,Política Comercial Brasileira,Preocupação com desaceleração da China é exagerada: transformação do país. Perda de fôlego do BR não significa uma queda no valor estratégico do país para a China como parceiro dos Brics. Empresas brasileiras preocupadas: CNI e China economia d,4,2,0,1,9,1,2,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9
VLR 15-10-21 (1),A globalização e o Brasil,VLR,A,6,6092,Política Comercial Brasileira,Brasil deve alterar política comercial,3,2,2,1,1,9,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
VLR 15-10-30 (1),TPP coloca Brasil em xeque,VLR,A,6,6273,Política Comercial Brasileira,Brasil deve considerar novos acordos comerciais plurilaterais,3,2,2,1,9,9,2,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,0,9,9,1,9,1,9,9,9,9,9,9,9
VLR 15-11-04 (1),Uma proposta para desinterditar o debate,VLR,A,2,6167,Política Comercial Brasileira,Brasil deve buscar acordos regionais ao inves de multilaterais,3,2,2,1,9,9,2,1,2,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,2
VLR 15-11-06 (1),Parceria Transpacífico e Brasil,VLR,A,6,5051,Política Comercial Brasileira,Brasil deve buscar novos tipos de acordos comerciais,3,2,2,1,9,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,9
VLR 15-11-20 (1),Elevar tarifa de importação de aço não é uma boa ideia,VLR,A,5,4268,Política Comercial Brasileira,Possível elevação da alíquota de importação do aço para proteger industria nacional não é bem vista,3,1,2,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
VLR 15-11-25 (1),Em busca de atalhos,VLR,A,6,6069,Política Comercial Brasileira,Brasil deve buscar acordos comerciais plurilaterais,3,2,2,1,9,9,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,9
VLR 15-12-23 (1),Rota da diplomacia comercial brasileira começa a mudar,VLR,A,5,4042,Política Comercial Brasileira,Brasil começa a buscar novos tipos de acordos comerciais,3,1,1,1,1,2,1,1,1,1,9,1,2,9,9,1,9,9,9,9,9,2,9,9,9,1,0,9,9,9,9,9,9,2,9,0,9,9,1,9,1,9,9,9,9,9,9,2
VLR 15-12-28 (1),2015 e o século 21,VLR,A,2,5958,Política Comercial Brasileira,Brasil não está integrado na economia global,3,2,2,1,9,9,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
FSP 15.02.18 (1),Os caminhos para Roma,Tendências e Debates,Primeiro Caderno,3,4431,Política de Extradição,"Os autores comentam a decisão italiana de extraditar Henrique Pizzolato condenado no Brasil. Dizem que há um histórico de forte cooperação entre os dois países, mas que por o Brasil não extraditar seus nacionais, a Itália pode agir por reciproc",4,2,0,9,1,9,1,1,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9
ESP 15-05-12 (1),Agenda das relações internacionais em 2015,ESP,A,2,5879,Política Externa Geral,Temas prioritários para a Política Externa brasileira em 2015,2,2,2,1,1,9,2,1,1,1,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,0,9,9,9,9,9,9,9,9,0,9,9,9,9,1,1,9,9,9,9,9,9
ESP 15-05-15 (3),É preciso abrir os olhos para os massacres. E agir,ESP,A,2,5819,Política Externa Geral,"Atuação dos países em conflitos civis, morte de imigrantes",2,2,0,1,9,9,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-06-03 (1),‘Bola suja’ poderá salvar Lava Jato?,ESP,A,2,5789,Política Externa Geral,Investigações no ambito internacional da Operação lava Jato,2,2,2,1,9,9,9,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-06-23 (1),Afinidades ideológicas,ESP,A,2,6107,Política Externa Geral,Relação do Brasil com Venezuela e países da região,2,2,2,1,9,2,9,1,1,0,9,9,2,9,0,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,2
ESP 15-08-20 (1),Mau pagador,ESP,A,3,4101,Política Externa Geral,Dívida brasileira em Organismos Internacionais,2,1,2,1,9,9,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
FSP 15.05.17 (1),O futuro já está perdido,Mundo,Primeiro Caderno,14,3025,Política Externa Geral,Rossi diz que o Brasil passou vergonha com a publicação do relatório sobre capital humano. Diz que o preparo de crianças até 15 anos é o pior. O tratamento ao capital humano no Brasil é apena o 13º na América Latina e fica também atrás de Rússi,4,2,2,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
FSP 15.08.06 (1),A questão externa,Opinião,Primeiro Caderno,2,2946,Política Externa Geral,"Vazio na área externa , falha da principal aposta internacional recente –a globalização do capitalismo brasileiro por meio de financiamento público. Demanda por novas visões de política externa é vasta, oferta é escassa. Necessárias novas estra",4,2,2,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,2,9,9
FSP 15.08.17 (1),Avançar em política externa,Tec,Folha Invest,7,2987,Política Externa Geral,"Política externa marginalizada do debate na sociedade. O Brasil não deve se contentar com sua atual posição de vítima dos cenários externos, deve buscar ter um papel de protagonismo e inserção no plano global.",4,2,2,1,1,1,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,2,9,9
OG 15.05.12 (1),Agenda externa,Opinião,Primeiro,13,2989,Política Externa Geral,"BR está retraído nas discussões dos temas globais,o Itamaraty está passivo prevalecendo as afinidades ideológicas e a paciência estratégica.Mercosul não deve ser peso p/ o BR, deve-se reatar c/ os EUA, destravar as negoc c/ a UE e liderar quest",1,2,2,1,1,1,3,1,1,1,9,9,9,2,9,1,9,9,9,9,9,9,9,9,9,1,0,9,9,9,9,9,9,9,9,1,9,9,9,9,1,1,9,9,9,0,9,2
OG 15.08.18 (1),Desconfiança,Mundo,Primeiro,24,514,Política Externa Geral,"A reação meramente protocolar do Itamaraty diante o caso da brasileira detida no Equador após participar de protestos, apenas reforça o alinhamento ideológico do planalto com o regime bolivariano.",1,1,2,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9
VLR 15-05-25 (1),Politica Externa e Opinião Pública,VLR,A,2,5804,Política Externa Geral,Discussão sobre os resultados da pesquisa do projeto Américas e o Mundo,3,2,1,1,9,9,9,9,9,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0
ESP 15-01-03 (1),A história de um fiasco diplomático,ESP,A,2,5924,Política Externa Geral,"",2,2,2,1,9,9,1,1,1,9,9,9,9,9,9,9,9,0,9,9,9,9,9,0,9,1,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,2
ESP 15-01-10 (1),Os desafios do brasil e as opções de Dilma,ESP,A,2,5860,Política Externa Geral,"",2,2,1,1,1,9,3,1,1,1,0,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,0
ESP 15-01-28 (1),"Um ""dois mil e cinzas"" com sede, suor e trevas",ESP,A,2,5740,Política Externa Geral,"",2,2,2,1,1,2,1,9,1,9,9,9,9,2,9,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,2
ESP 15-01-31 (1),De volta para o futuro,ESP,A,2,5525,Política Externa Geral,"",2,2,0,1,1,9,3,1,1,1,0,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,1,9,1,9,9,9,9,1,1,0
ESP 15-02-17 (1),Diplomacia com pé no chão,ESP,A,2,5908,Política Externa Geral,"",2,2,1,1,1,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,9
